station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
ZWWW,2020-10-20 06:30,87.4742,43.9071,62.60,24.80,23.50,20.00,7.78,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWWW 200630Z 02004MPS CAVOK 17/M04 Q1023 NOSIG
ZBAD,2020-10-20 06:30,116.4106,39.5092,66.20,48.20,52.25,220.00,5.83,0.00,30.06,M,2.17,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAD 200630Z 22003MPS 180V290 3500 HZ NSC 19/09 Q1018 NOSIG
ZMUB,2020-10-20 06:30,106.7666,47.8431,24.80,10.40,53.75,340.00,21.38,0.00,30.00,M,4.97,M,M,M,M,M,M,M,M,M,-SN BLSN,M,M,M,M,M,M,9.13,ZMUB 200630Z 34011MPS 8000NW -SN BLSN M04/M12 Q1016 NOSIG RMK QFE654.1 51 NW MO
ZMUB,2020-10-20 07:00,106.7666,47.8431,24.80,10.40,53.75,340.00,21.38,0.00,30.00,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,9.13,ZMUB 200700Z 34011MPS 9999 BKN030 M04/M12 Q1016 NOSIG RMK QFE654.7 49 MOP
ZGHA,2020-10-20 07:00,112.8667,28.2333,68.00,57.20,68.35,320.00,7.78,0.00,30.15,M,6.21,M,FEW,OVC,M,M,3000.00,5000.00,M,M,M,M,M,M,M,M,M,M,ZGHA 200700Z 32004MPS 9999 FEW030 OVC050 20/14 Q1021 NOSIG
ZBYN,2020-10-20 07:00,112.5500,37.7833,62.60,35.60,36.45,M,3.89,0.00,30.12,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBYN 200700Z VRB02MPS 5000 HZ NSC 17/02 Q1020 BECMG TL0830 21005MPS
ZGGG,2020-10-20 07:00,113.3008,23.3964,78.80,57.20,47.52,10.00,11.66,0.00,29.97,M,6.21,M,SCT,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,M,ZGGG 200700Z 01006MPS 340V060 9999 SCT036 26/14 Q1015 NOSIG
ZGKL,2020-10-20 07:00,110.3000,25.3333,69.80,55.40,60.21,50.00,7.78,0.00,30.12,M,6.21,M,FEW,SCT,M,M,2000.00,3600.00,M,M,M,M,M,M,M,M,M,M,ZGKL 200700Z 05004MPS 020V080 9999 FEW020 SCT036 21/13 Q1020 NOSIG
ZGOW,2020-10-20 07:00,116.6833,23.4000,84.20,64.40,51.47,20.00,7.78,0.00,29.88,M,6.21,M,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,85.71,ZGOW 200700Z 02004MPS 9999 SCT050 29/18 Q1012 NOSIG
ZHHH,2020-10-20 07:00,114.1300,30.6200,64.40,57.20,77.45,280.00,3.89,0.00,30.18,M,3.11,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZHHH 200700Z 28002MPS 230V340 5000 BR NSC 18/14 Q1022 NOSIG
ZJHK,2020-10-20 07:00,110.4590,19.9349,78.80,69.80,73.95,50.00,15.55,0.00,29.91,M,6.21,M,SCT,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,M,ZJHK 200700Z 05008MPS 9999 SCT026 26/21 Q1013 NOSIG
ZJSY,2020-10-20 07:00,109.4123,18.3029,84.20,73.40,70.08,80.00,15.55,0.00,29.83,M,6.21,M,BKN,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,90.94,ZJSY 200700Z 08008MPS 050V110 9999 BKN021 29/23 Q1010 NOSIG
ZUGY,2020-10-20 07:00,106.7333,26.5833,50.00,48.20,93.50,10.00,5.83,0.00,30.27,M,6.21,M,SCT,BKN,OVC,M,500.00,1500.00,3600.00,M,-RA,M,M,M,M,M,M,M,ZUGY 200700Z 01003MPS 350V060 9999 -RA SCT005 BKN015 OVC036 10/09 Q1025 NOSIG
ZGSZ,2020-10-20 07:00,114.1000,22.5500,82.40,62.60,51.21,340.00,9.72,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.41,ZGSZ 200700Z 34005MPS 310V020 CAVOK 28/17 Q1014 NOSIG
ZHCC,2020-10-20 07:00,113.6500,34.7167,64.40,50.00,59.50,210.00,5.83,0.00,30.18,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZHCC 200700Z 21003MPS 150V250 5000 HZ NSC 18/10 Q1022 NOSIG
ZGNN,2020-10-20 07:00,108.2167,22.6333,73.40,59.00,60.67,340.00,7.78,0.00,30.03,M,6.21,M,FEW,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,M,ZGNN 200700Z 34004MPS 320V020 9999 FEW033 23/15 Q1017 NOSIG
ZBAA,2020-10-20 07:00,116.5870,40.0741,62.60,44.60,51.72,M,1.94,0.00,30.06,M,1.99,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAA 200700Z VRB01MPS 3200 HZ NSC 17/07 Q1018 BECMG TL0730 2500
ZBHH,2020-10-20 07:00,111.6833,40.8167,62.60,19.40,18.71,240.00,11.66,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBHH 200700Z 24006MPS 210V270 CAVOK 17/M07 Q1015 BECMG TL0830 26011MPS
ZBSJ,2020-10-20 07:00,114.6973,38.2807,68.00,44.60,42.85,170.00,5.83,0.00,30.03,M,2.17,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBSJ 200700Z 17003MPS 3500 HZ NSC 20/07 Q1017 NOSIG
ZBTJ,2020-10-20 07:00,117.3462,39.1243,69.80,42.80,37.61,190.00,7.78,0.00,30.09,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBTJ 200700Z 19004MPS 6000 NSC 21/06 Q1019 NOSIG
ZYTL,2020-10-20 07:00,121.6333,38.9000,68.00,39.20,34.80,200.00,7.78,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTL 200700Z 20004MPS CAVOK 20/04 Q1022 NOSIG
ZYTX,2020-10-20 07:00,123.4000,41.8000,69.80,39.20,32.72,220.00,13.61,0.00,30.09,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTX 200700Z 22007MPS 6000 NSC 21/04 Q1019 NOSIG
ZLLL,2020-10-20 07:00,103.7500,36.0200,53.60,14.00,20.46,140.00,5.83,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLLL 200700Z 14003MPS 080V170 CAVOK 12/M10 Q1027 NOSIG
ZLXY,2020-10-20 07:00,108.7516,34.4471,66.20,51.80,59.74,210.00,7.78,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLXY 200700Z 21004MPS CAVOK 19/11 Q1022 NOSIG
ZSAM,2020-10-20 07:00,118.0833,24.4833,80.60,62.60,54.30,40.00,17.49,0.00,29.94,M,6.21,M,SCT,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,81.84,ZSAM 200700Z 04009MPS 9999 SCT046 27/17 Q1014 NOSIG
ZPPP,2020-10-20 07:00,102.6833,25.0167,51.80,51.80,100.00,30.00,7.78,0.00,30.27,M,6.21,M,SCT,SCT,OVC,M,300.00,1600.00,3000.00,M,-RA,M,M,M,M,M,M,M,ZPPP 200700Z 03004MPS 9999 -RA SCT003 SCT016 OVC030 11/11 Q1025 NOSIG
ZSFZ,2020-10-20 07:00,119.2833,26.0833,75.20,60.80,60.90,20.00,21.38,0.00,30.03,M,6.21,33.05,BKN,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,ZSFZ 200700Z 02011G17MPS 9999 BKN050 24/16 Q1017 NOSIG
ZSHC,2020-10-20 07:00,120.1667,30.2333,73.40,53.60,49.90,80.00,9.72,0.00,30.15,M,6.21,M,SCT,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,M,ZSHC 200700Z 08005MPS 050V130 9999 SCT033 23/12 Q1021 NOSIG
ZSNB,2020-10-20 07:00,121.4619,29.8267,73.40,57.20,56.88,30.00,7.78,0.00,30.15,M,6.21,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,ZSNB 200700Z 03004MPS 9999 SCT030 23/14 Q1021 NOSIG
ZSOF,2020-10-20 07:00,117.2984,31.7800,66.20,48.20,52.25,90.00,3.89,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSOF 200700Z 09002MPS 060V130 CAVOK 19/09 Q1022 NOSIG
ZSQD,2020-10-20 07:00,120.3333,36.0667,68.00,48.20,49.10,180.00,11.66,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSQD 200700Z 18006MPS 150V210 CAVOK 20/09 Q1023 NOSIG
ZSSS,2020-10-20 07:00,121.3363,31.1979,73.40,51.80,46.71,100.00,9.72,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 200700Z 10005MPS 080V140 CAVOK 23/11 Q1021 NOSIG
ZUCK,2020-10-20 07:00,106.4800,29.5200,62.60,55.40,77.29,160.00,3.89,0.00,30.27,M,6.21,M,SCT,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,M,ZUCK 200700Z 16002MPS 090V220 9999 SCT026 17/13 Q1025 NOSIG
ZSNJ,2020-10-20 07:00,118.8667,31.7333,69.80,51.80,52.77,80.00,9.72,0.00,30.18,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZSNJ 200700Z 08005MPS 9999 SCT040 21/11 Q1022 NOSIG
ZSPD,2020-10-20 07:00,121.7667,31.1167,69.80,53.60,56.38,70.00,11.66,0.00,30.18,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZSPD 200700Z 07006MPS 040V100 9999 SCT040 21/12 Q1022 NOSIG
ZUUU,2020-10-20 07:00,104.0167,30.6667,60.80,55.40,82.37,M,1.94,0.00,30.30,M,6.21,M,SCT,BKN,M,M,1600.00,4000.00,M,M,-RA,M,M,M,M,M,M,M,ZUUU 200700Z VRB01MPS 9999 -RA SCT016 BKN040 16/13 Q1026 NOSIG
ZWWW,2020-10-20 07:00,87.4742,43.9071,64.40,24.80,22.06,360.00,5.83,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWWW 200700Z 36003MPS 320V060 CAVOK 18/M04 Q1022 NOSIG
ZYCC,2020-10-20 07:00,125.2167,43.9000,68.00,35.60,30.20,200.00,15.55,0.00,30.03,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYCC 200700Z 20008MPS 6000 NSC 20/02 Q1017 NOSIG
ZYHB,2020-10-20 07:00,126.5800,46.0200,66.20,42.80,42.57,190.00,11.66,0.00,29.97,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYHB 200700Z 19006MPS 7000 NSC 19/06 Q1015 NOSIG
ZWSH,2020-10-20 07:00,75.9833,39.4667,66.20,17.60,15.27,100.00,5.83,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWSH 200700Z 10003MPS 040V140 CAVOK 19/M08 Q1027 NOSIG
ZBAD,2020-10-20 07:00,116.4106,39.5092,64.40,46.40,51.98,220.00,9.72,0.00,30.06,M,2.17,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAD 200700Z 22005MPS 3500 HZ NSC 18/08 Q1018 NOSIG
ZMUB,2020-10-20 07:30,106.7666,47.8431,24.80,8.60,49.59,340.00,17.49,0.00,30.00,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,10.46,ZMUB 200730Z 34009MPS 310V030 9999 BKN030 M04/M13 Q1016 NOSIG RMK QFE655.0 48 MOP
ZBYN,2020-10-20 07:30,112.5500,37.7833,62.60,33.80,33.93,210.00,3.89,0.00,30.12,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBYN 200730Z 21002MPS 170V250 5000 HZ NSC 17/01 Q1020 NOSIG
ZGGG,2020-10-20 07:30,113.3008,23.3964,80.60,59.00,47.79,360.00,11.66,0.00,29.97,M,6.21,M,FEW,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,81.11,ZGGG 200730Z 36006MPS 9999 FEW036 27/15 Q1015 NOSIG
ZBAA,2020-10-20 07:30,116.5870,40.0741,62.60,46.40,55.37,M,1.94,0.00,30.09,M,1.74,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAA 200730Z VRB01MPS 2800 HZ NSC 17/08 Q1019 NOSIG
ZBTJ,2020-10-20 07:30,117.3462,39.1243,68.00,42.80,40.00,190.00,7.78,0.00,30.06,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBTJ 200730Z 19004MPS 6000 NSC 20/06 Q1018 NOSIG
ZYTL,2020-10-20 07:30,121.6333,38.9000,68.00,42.80,40.00,200.00,7.78,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTL 200730Z 20004MPS 160V240 CAVOK 20/06 Q1022 NOSIG
ZYTX,2020-10-20 07:30,123.4000,41.8000,69.80,39.20,32.72,230.00,11.66,0.00,30.09,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTX 200730Z 23006MPS 6000 NSC 21/04 Q1019 NOSIG
ZSHC,2020-10-20 07:30,120.1667,30.2333,73.40,51.80,46.71,90.00,7.78,0.00,30.15,M,6.21,M,SCT,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,M,ZSHC 200730Z 09004MPS 060V120 9999 SCT033 23/11 Q1021 NOSIG
ZSSS,2020-10-20 07:30,121.3363,31.1979,71.60,51.80,49.64,100.00,7.78,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 200730Z 10004MPS 060V130 CAVOK 22/11 Q1022 NOSIG
ZSPD,2020-10-20 07:30,121.7667,31.1167,69.80,55.40,60.21,70.00,11.66,0.00,30.18,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZSPD 200730Z 07006MPS 040V110 9999 SCT040 21/13 Q1022 NOSIG
ZWWW,2020-10-20 07:30,87.4742,43.9071,64.40,23.00,20.46,360.00,5.83,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWWW 200730Z 36003MPS 330V040 CAVOK 18/M05 Q1022 NOSIG
ZBAD,2020-10-20 07:30,116.4106,39.5092,64.40,46.40,51.98,210.00,5.83,0.00,30.06,M,2.17,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAD 200730Z 21003MPS 3500 HZ NSC 18/08 Q1018 NOSIG
ZGHA,2020-10-20 08:00,112.8667,28.2333,68.00,59.00,72.92,320.00,9.72,0.00,30.18,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGHA 200800Z 32005MPS 8000 NSC 20/15 Q1022 NOSIG
ZBYN,2020-10-20 08:00,112.5500,37.7833,62.60,35.60,36.45,230.00,5.83,0.00,30.12,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBYN 200800Z 23003MPS 200V270 5000 HZ NSC 17/02 Q1020 NOSIG
ZGGG,2020-10-20 08:00,113.3008,23.3964,78.80,57.20,47.52,20.00,13.61,0.00,29.97,M,6.21,M,FEW,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,M,ZGGG 200800Z 02007MPS 330V040 9999 FEW036 26/14 Q1015 NOSIG
ZGKL,2020-10-20 08:00,110.3000,25.3333,69.80,55.40,60.21,30.00,5.83,0.00,30.12,M,6.21,M,SCT,OVC,M,M,4000.00,6600.00,M,M,M,M,M,M,M,M,M,M,ZGKL 200800Z 03003MPS 320V080 9999 SCT040 OVC066 21/13 Q1020 NOSIG
ZGOW,2020-10-20 08:00,116.6833,23.4000,86.00,66.20,51.72,350.00,3.89,0.00,29.88,M,6.21,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,88.39,ZGOW 200800Z 35002MPS 280V040 9999 FEW050 30/19 Q1012 NOSIG
ZHHH,2020-10-20 08:00,114.1300,30.6200,64.40,55.40,72.56,300.00,3.89,0.00,30.18,M,3.11,M,NSC,M,M,M,M,M,M,M,-RA BR,M,M,M,M,M,M,M,ZHHH 200800Z 30002MPS 230V360 5000 -RA BR NSC 18/13 Q1022 NOSIG
ZJHK,2020-10-20 08:00,110.4590,19.9349,78.80,69.80,73.95,60.00,13.61,0.00,29.91,M,6.21,M,FEW,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,M,ZJHK 200800Z 06007MPS 9999 FEW026 26/21 Q1013 NOSIG
ZJSY,2020-10-20 08:00,109.4123,18.3029,82.40,73.40,74.28,80.00,11.66,0.00,29.83,M,6.21,M,SCT,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,88.26,ZJSY 200800Z 08006MPS 9999 SCT021 28/23 Q1010 NOSIG
ZUGY,2020-10-20 08:00,106.7333,26.5833,50.00,50.00,100.00,40.00,5.83,0.00,30.27,M,6.21,M,SCT,BKN,OVC,M,500.00,1500.00,3600.00,M,-RA,M,M,M,M,M,M,M,ZUGY 200800Z 04003MPS 9999 -RA SCT005 BKN015 OVC036 10/10 Q1025 NOSIG
ZGSZ,2020-10-20 08:00,114.1000,22.5500,82.40,64.40,54.55,350.00,9.72,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.98,ZGSZ 200800Z 35005MPS CAVOK 28/18 Q1014 NOSIG
ZHCC,2020-10-20 08:00,113.6500,34.7167,64.40,50.00,59.50,190.00,3.89,0.00,30.18,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZHCC 200800Z 19002MPS 140V240 5000 HZ NSC 18/10 Q1022 NOSIG
ZGNN,2020-10-20 08:00,108.2167,22.6333,73.40,57.20,56.88,340.00,5.83,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGNN 200800Z 34003MPS 310V020 CAVOK 23/14 Q1017 NOSIG
ZBAA,2020-10-20 08:00,116.5870,40.0741,60.80,48.20,63.15,140.00,1.94,0.00,30.06,M,1.74,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAA 200800Z 14001MPS 2800 HZ NSC 16/09 Q1018 BECMG TL0930 3000
ZBHH,2020-10-20 08:00,111.6833,40.8167,60.80,19.40,19.94,250.00,21.38,0.00,29.97,M,3.11,36.93,NSC,M,M,M,M,M,M,M,SA,M,M,M,M,M,M,M,ZBHH 200800Z 25011G19MPS 5000 SA NSC 16/M07 Q1015 NOSIG
ZBSJ,2020-10-20 08:00,114.6973,38.2807,68.00,48.20,49.10,M,1.94,0.00,30.03,M,2.80,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBSJ 200800Z VRB01MPS 4500 HZ NSC 20/09 Q1017 NOSIG
ZBTJ,2020-10-20 08:00,117.3462,39.1243,68.00,42.80,40.00,180.00,7.78,0.00,30.06,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBTJ 200800Z 18004MPS 6000 NSC 20/06 Q1018 NOSIG
ZYTL,2020-10-20 08:00,121.6333,38.9000,66.20,46.40,48.83,190.00,7.78,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTL 200800Z 19004MPS 140V250 CAVOK 19/08 Q1022 NOSIG
ZYTX,2020-10-20 08:00,123.4000,41.8000,68.00,39.20,34.80,210.00,7.78,0.00,30.09,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTX 200800Z 21004MPS 8000 NSC 20/04 Q1019 NOSIG
ZLLL,2020-10-20 08:00,103.7500,36.0200,53.60,15.80,22.13,M,1.94,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLLL 200800Z VRB01MPS CAVOK 12/M09 Q1027 NOSIG
ZLXY,2020-10-20 08:00,108.7516,34.4471,68.00,50.00,52.51,230.00,7.78,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLXY 200800Z 23004MPS CAVOK 20/10 Q1022 NOSIG
ZSAM,2020-10-20 08:00,118.0833,24.4833,78.80,62.60,57.60,50.00,17.49,0.00,29.94,M,6.21,M,FEW,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,M,ZSAM 200800Z 05009MPS 9999 FEW046 26/17 Q1014 NOSIG
ZPPP,2020-10-20 08:00,102.6833,25.0167,51.80,51.80,100.00,30.00,7.78,0.00,30.27,M,2.49,M,SCT,SCT,OVC,M,300.00,1600.00,3000.00,M,-RA BR,M,M,M,M,M,M,M,ZPPP 200800Z 03004MPS 4000 -RA BR SCT003 SCT016 OVC030 11/11 Q1025 NOSIG
ZSFZ,2020-10-20 08:00,119.2833,26.0833,73.40,60.80,64.69,30.00,21.38,0.00,30.03,M,6.21,31.10,FEW,BKN,M,M,3000.00,5000.00,M,M,M,M,M,M,M,M,M,M,ZSFZ 200800Z 03011G16MPS 9999 FEW030 BKN050 23/16 Q1017 NOSIG
ZSHC,2020-10-20 08:00,120.1667,30.2333,71.60,51.80,49.64,80.00,7.78,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSHC 200800Z 08004MPS CAVOK 22/11 Q1021 NOSIG
ZSNB,2020-10-20 08:00,121.4619,29.8267,71.60,57.20,60.44,30.00,7.78,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSNB 200800Z 03004MPS CAVOK 22/14 Q1020 NOSIG
ZSOF,2020-10-20 08:00,117.2984,31.7800,64.40,48.20,55.63,100.00,3.89,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSOF 200800Z 10002MPS CAVOK 18/09 Q1022 NOSIG
ZSQD,2020-10-20 08:00,120.3333,36.0667,66.20,50.00,55.88,170.00,11.66,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSQD 200800Z 17006MPS CAVOK 19/10 Q1023 NOSIG
ZSSS,2020-10-20 08:00,121.3363,31.1979,71.60,51.80,49.64,80.00,7.78,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 200800Z 08004MPS CAVOK 22/11 Q1022 NOSIG
ZUCK,2020-10-20 08:00,106.4800,29.5200,62.60,53.60,72.38,210.00,3.89,0.00,30.27,M,6.21,M,SCT,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,M,ZUCK 200800Z 21002MPS 160V250 9999 SCT026 17/12 Q1025 NOSIG
ZSNJ,2020-10-20 08:00,118.8667,31.7333,68.00,51.80,56.13,60.00,7.78,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSNJ 200800Z 06004MPS CAVOK 20/11 Q1022 NOSIG
ZSPD,2020-10-20 08:00,121.7667,31.1167,69.80,53.60,56.38,100.00,11.66,0.00,30.18,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZSPD 200800Z 10006MPS 050V120 9999 FEW040 21/12 Q1022 NOSIG
ZUUU,2020-10-20 08:00,104.0167,30.6667,60.80,55.40,82.37,M,1.94,0.00,30.33,M,6.21,M,FEW,SCT,M,M,2300.00,5000.00,M,M,-RA,M,M,M,M,M,M,M,ZUUU 200800Z VRB01MPS 9999 -RA FEW023 SCT050 16/13 Q1027 NOSIG
ZWWW,2020-10-20 08:00,87.4742,43.9071,66.20,21.20,17.81,340.00,5.83,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWWW 200800Z 34003MPS CAVOK 19/M06 Q1022 NOSIG
ZYCC,2020-10-20 08:00,125.2167,43.9000,66.20,37.40,34.51,220.00,13.61,0.00,30.03,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYCC 200800Z 22007MPS 6000 NSC 19/03 Q1017 NOSIG
ZYHB,2020-10-20 08:00,126.5800,46.0200,62.60,44.60,51.72,180.00,9.72,0.00,29.94,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYHB 200800Z 18005MPS 6000 NSC 17/07 Q1014 NOSIG
ZWSH,2020-10-20 08:00,75.9833,39.4667,68.00,14.00,12.27,110.00,5.83,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWSH 200800Z 11003MPS 070V140 CAVOK 20/M10 Q1026 NOSIG
ZBAD,2020-10-20 08:00,116.4106,39.5092,64.40,48.20,55.63,190.00,5.83,0.00,30.06,M,2.17,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAD 200800Z 19003MPS 3500 HZ NSC 18/09 Q1018 NOSIG
ZMUB,2020-10-20 08:00,106.7666,47.8431,24.80,10.40,53.75,350.00,19.44,0.00,30.03,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,-SN BLSN,M,M,M,M,M,M,9.76,ZMUB 200800Z 35010MPS 9999 -SN BLSN BKN030 M04/M12 Q1017 NOSIG RMK QFE655.3 50 MOP
ZMUB,2020-10-20 08:30,106.7666,47.8431,23.00,10.40,57.96,330.00,19.44,0.00,30.03,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,-SN BLSN,M,M,M,M,M,M,7.38,ZMUB 200830Z 33010MPS 9999 -SN BLSN BKN030 M05/M12 Q1017 NOSIG RMK QFE655.7 53 MOP
ZBYN,2020-10-20 08:30,112.5500,37.7833,60.80,35.60,38.85,220.00,3.89,0.00,30.09,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBYN 200830Z 22002MPS 180V270 5000 HZ NSC 16/02 Q1019 NOSIG
ZGGG,2020-10-20 08:30,113.3008,23.3964,78.80,57.20,47.52,20.00,15.55,0.00,29.97,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZGGG 200830Z 02008MPS 350V050 9999 FEW040 26/14 Q1015 NOSIG
ZBAA,2020-10-20 08:30,116.5870,40.0741,59.00,50.00,72.01,160.00,1.94,0.00,30.06,M,1.55,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAA 200830Z 16001MPS 2500 HZ NSC 15/10 Q1018 NOSIG
ZBTJ,2020-10-20 08:30,117.3462,39.1243,68.00,42.80,40.00,190.00,5.83,0.00,30.06,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBTJ 200830Z 19003MPS 6000 NSC 20/06 Q1018 NOSIG
